class,X
0,0.3689039687885112
0,0.9818763924883214
0,0.28911370351562476
0,0.7305847155660181
0,1.5629105579174551
0,0.7259389857008494
0,0.5945083568870687
0,1.612482952125599
0,0.44356394494014345
0,1.048640695953141
0,1.0246845797824475
0,0.8399554709376664
0,0.918596842730961
0,0.8791714172627185
0,1.1828334985628084
0,1.0586943940312818
0,0.3131599318109437
0,1.122028516606377
0,0.763646539197995
0,0.7173854938355826
0,0.5468755488655451
0,0.6904916160942007
0,1.4057928846856722
0,0.2535850854683732
0,0.9092626287731298
0,1.1722852852809615
0,0.780782489487313
0,0.3250849015429013
0,1.0153011591072618
0,0.7563315691809365
0,0.7087980222293342
0,1.2982266841761054
0,1.1772617382207031
0,1.2530922227686954
0,0.30159999977850366
0,0.6266737355976661
0,0.4612343092876233
0,0.6859957666673439
0,1.5944966950287778
0,0.8654255107594226
0,1.6641103171500142
0,0.7716599344515132
0,1.307067248575212
0,1.4042964747197966
0,0.2833595478326966
0,0.6709287831878394
0,0.2832934376775752
0,0.5291109824815257
0,0.8194020352472686
0,1.3295755555050286
0,1.310959996876569
0,0.773712149579441
0,1.1484414717940148
0,0.35394163059802125
0,1.6914717437827969
0,0.7373124397752226
0,0.8606884017412499
0,1.315345520609933
0,0.7340686536722734
0,1.3829096985102378
0,0.23702197623967897
0,1.0383065568091836
0,1.6959071540540447
0,0.6992949506782514
0,1.0621011069808257
0,0.5796091139290107
0,0.576898095533021
0,0.8453463125892551
0,1.6083272915906397
0,1.4734319649491576
0,1.3312988538966277
0,1.1385955320794972
0,1.4086366048194694
0,1.2140019716304697
0,0.8391580410333208
0,0.8396901180432585
0,1.1552438097587145
0,0.2191265497702094
0,0.9603978759003644
0,1.275443865613512
0,1.3275149087079823
0,0.29363509036839186
0,1.2793453547537872
0,0.7256163043226325
0,1.4401060233929661
0,0.9913719303974344
0,1.5121403064141656
0,1.4252142083708497
0,1.4545064917965191
0,1.0601966096493585
0,0.373490830179243
0,0.39792047540933456
0,1.6307102949810297
0,1.0649366853346638
0,0.3670214691758439
0,1.5789430680121515
0,1.2246413626061516
0,0.9554613150293656
0,0.5198056125240221
0,0.781590432388749
0,1.6055363362787232
0,1.0154448777738663
0,0.3099259935108035
0,0.5030959357198979
0,0.3362573298583353
0,0.9817764313206196
0,0.9101042939005215
0,1.1522140400049812
0,0.30538570518256847
0,0.8276623975177881
0,1.229526238441127
0,0.41052075530160137
0,0.5597012331940571
0,0.8715386078230829
0,1.0692950263546404
0,0.7594992837924814
0,0.7353904438340195
0,1.3412887201415438
0,0.4866601938959769
0,1.4036586664565287
0,0.3519194156899419
0,0.4408608575286243
0,0.3190399943162032
0,1.6290630672013495
0,0.7417853477208409
0,0.31445387368103
0,0.7867243378439699
0,0.8082031215456293
0,0.7775650966863015
0,1.2828372186870067
0,0.522154894364294
0,1.3962149378250526
0,1.3254515084669927
0,0.9103424834768172
0,0.5915430410474715
0,0.588772860559619
0,1.5232338658534632
0,0.25306175390264835
0,0.8207437709888827
0,1.415751431714155
0,0.21373771982749945
0,1.160058905890762
0,0.418298297233463
0,0.8626694110921891
0,0.6195704907517254
0,1.5797110146622062
0,0.315035495207608
0,1.5264817773706683
0,0.6333407714097234
0,0.32930838810998686
0,1.470357894428895
0,0.9811014849624093
0,0.24930622263065982
0,0.8199273847598192
0,0.2549546932223254
0,0.6364315448239773
0,1.0985097890104254
0,0.4898802948915228
0,1.5199167383781482
0,0.694015334328918
0,1.57720265948065
0,0.6082526448065163
0,0.5816212175578626
0,1.674543704562411
0,0.761321226756106
0,1.59498376004076
0,0.22742850550141364
0,1.641315301415433
0,0.8063362696673426
0,0.525331058776072
0,0.6942404726855157
0,0.6432662876832178
0,1.407657746391957
0,1.1445853643693975
0,1.1468543931149087
0,1.6705089292829134
0,1.4740092151761186
0,1.559053661982455
0,0.7631547343993554
0,0.4974878623097172
0,1.1747228001998802
0,0.5766034569087224
0,0.4966269284068427
0,0.24821068009829095
0,1.2079693872424344
0,0.4019171675285162
0,1.4547946000270733
0,0.7173779535852072
0,0.2323480282402826
0,0.4744016796008237
0,1.1162917226911528
0,1.6063221936780328
0,1.3963944030659416
0,1.1408252258547358
0,1.1650868725174164
0,0.5978286250872704
0,0.7752363730412333
0,1.3126045515455267
0,1.277492640685664
0,0.25467098503002866
